id,value,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,"0.1",1,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
2,"0.2",2,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
3,"0.3",3,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
4,"0.4",4,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
