id,value,display_order,last_modified_user_id,last_modified_date,created_user_id,created_date
1,14,2,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
2,16,3,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
3,20,4,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
4,30,6,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
5,100,7,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
6,12,1,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
7,25,5,1,"1900-01-01 00:00:00",1,"1900-01-01 00:00:00"
